NODE_ID,IPRD_NM,PLCT_NM,NODE_TTLE,NODE_TTLE_EN,PBSH,NODE_LINK,NODE_CLSS_01,NODE_CLSS_02,AUTR_NM,KYWD,ABST_KR,ABST_EN,IF_Score,EXTRACTED_KEYWORDS
NODE10553051,한국통신학회,한국통신학회지(정보와통신),양자내성암호 및 양자암호기술 표준화 동향 및 전략,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553051,공학,전기전자공학,권대성,,"최근 구글, 중국에서 기존 컴퓨터의 계산능력을 뛰어넘는 양자 우위 또는 이점(Quantum supremacy 또는 Quantum advantage)를 달성했다는 기사가 나오는 등 양자컴퓨터 기술이 급속하게 발전하고 있다. 양자컴퓨터의 발전이 긍정적인 부분이 많지만 현대 암호체계에는 큰 위협이 되고 있다.<BR>  인터넷을 이용한 보안통신, 전자상거래, 블록체인의 주요 보안기능을 공개키암호가 담당하고 있는데, 현재 주로 사용되고 있는 RSA 등의 공개키암호를 양자컴퓨터를 이용하면 짧은 시간에 깰 수 있기 때문이다.<BR>  현재 사용하고 있는 공개키암호를 대체하기 위하여, 미국 NIST에서는 양자컴퓨터 공격에도 안전한 공개키암호(양자내성암호, Post Quantum Cryptography, PQC) 공모사업을 진행하고 있으며, 양자컴퓨터 연구와 더불어 개발된 양자기술 기반의 양자암호키분배(Quantum Key Distribution, QKD) 기술에 대한 실용화도 활발히 진행되고 있다.<BR>  본 고에서는 양자내성암호와 양자키분배기술의 표준화 동향 및 국내 표준화 추진 전략에 대하여 알아본다.",,0.3039,"blockchain,post quantum cryptography,e-commerce,distribution"
NODE10553052,한국통신학회,한국통신학회지(정보와통신),분산ID 표준화 동향 및 추진 전략,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553052,공학,전기전자공학,나재훈,,"인터넷에서 신원관리는 중요한 이슈이다. 단순히 인터넷 상에서 정보를 수집하는 경우에는 신원정보가 필요없다. 그러나 조금이라도 가치가 부여되는 정보를 얻는 경우나 차별화된 서비스를 제공받으려면 신원증명이 필요하다. 소셜미디어등 사람중심의 서비스가 발달하면서 신원관리에도 개인정보보호라는 규제가 유럽에서는 GDPR이 한국에서는 데이터 3법이 시행되고 있다. 이러한 규제요구사항을 반영하는 레그테크 (RegTech)가 필요하며, 블록체인 기반 개인정보보호를 강화하는 분산ID의 산업기술과 표준화 동향에 대하여 살펴본다.",,0.3039,blockchain
NODE10553053,한국통신학회,한국통신학회지(정보와통신),사물인터넷 표준화 동향과 전략,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553053,공학,전기전자공학,한민규,,"본고에서는 사물인터넷의 표준화 동향과 함께 향후 표준화를 진행할 전략에 대해 논한다. 사물인터넷 표준화의 개요와 ITU-T에서의 동향을 요약하고, 사물인터넷 표준화의 중요 표준기구인 oneM2M과 OCF의 주요 표준화 동향을 살펴본다. 사물인터넷표준화 활동의 방향성 정립을 위한 전략을 TTA 표준전략맵 활동을 참조하여 알아본다.",,0.3039,internet of things
NODE10553056,한국통신학회,한국통신학회지(정보와통신),ICT분야 기술평가 - 방법과 실무적 접근,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553056,공학,전기전자공학,박호영,,"기술평가는 기술이 가진 경제적 가치를 다양한 방법을 사용하여 정량 또는 정성적으로 측정하는 과정이며, 연구실에서의 R&amp;D성과가 기술이전이나 창업, 조인트벤처 등을 통해 사업화되는 과정에서 매우 중요한 역할을 담당하고 있다. 본 고에서는 ICT분야 R&amp;D성과의 사업화 과정에 적용하고 있는 일반적으로 인정된 기술평가방법들을 살펴보고, 기술평가가 진행되는 과정을 실무적 관점에서 고찰한다. 특히 기술평가 모형보다는 기술평가 운영과정에 내재된 위험요인과 고려사항을 도출하고, 이를 기반으로 기술평가결과의 신뢰성 확보를 위해 필요한 운영과정상의 문제 해결방안을 모색한다.",,0.3039,
NODE10553057,한국통신학회,한국통신학회지(정보와통신),데이터경제의 부상과 기술가치평가의 과제,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553057,공학,전기전자공학,박현우,,"우리나라에서 기술가치평가는 1990년대 말 기술창업 촉진을 통한 고용창출을 정책적으로 추진하던 시기에 중소벤처기업 육성정책의 수단으로서, 그리고 기술기반 기업의 사업화 촉진 도구로서 그 필요성이 제기됨에 따라 본격적으로 도입되었고, 점차 그 용도가 다양해지고 중요성이 커짐에 따라 현재 실용적인 방법론이 개발되어 다양한 용도로 활발하게 활용되고 있다. 그러나 이른바 4차 산업혁명이라고 부르는 기술혁신의 새로운 패러다임의 전개와 신기술의 등장에 따른 가치평가에는 지금까지의 실무적 방법론은 일부 한계가 있다. 본고에서는 최근 데이터를 중심으로 비즈니스의 가치창출이 이루어지는 데이터 주도 경제(Data-driven economy) 하에서 새로운 성장동력으로 급속히 부상하고 있는 신기술의 발전추세를 기반으로 기술기업의 사업화 촉진과 산업성장을 효율적으로 지원하기 위해 기술가치평가 분야에서 새롭게 요구되는 과제가 무엇이며, 어떻게 대응해야 할 것인가를 검토해보고자 한다.",,0.3039,
NODE10553058,한국통신학회,한국통신학회지(정보와통신),인공지능과 기술가치평가,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553058,공학,전기전자공학,성태응,,"2014년 이후 현재까지, 『기술거래 시장 활성화』, 『기술금융 기반의 R&amp;D 사업화지원』 등 다양한 형태로 기업의 사업화 성공 및 성과창출을 위한 정부지원 정책 프로그램이 수행되어 왔다. 그 이전부터 기술가치평가 방법론과 평가변수에 관한 다양한 이론들은 학계 · 연구계 전문가들에 의해 정형화되고 기술사업화 현장 실무에 적용되어 왔으나, 평가현장에서는 평가목적 상의 기대보다 기술가치평가 금액이 적게 산출되는 등의 문제에 대응가능한 참조 평가인프라가 잘 구축되지 않았었다. 기업상황, 투자환경 등 고려요인에 따라 평가결과가 바뀔 수 있음을 고려한다 하더라도, 기술가치평가 결과의 객관성과 신뢰성 확보를 위한 참조 데이터 체계가 필요한 시기에 있다. 본고에서는 ICT기술을 아우르는 평가 가능한 전 분야 기술가치평가 확산을 위해, 각 부처별 기술가치평가 지원사업 현황과 인공지능(기계학습, 딥러닝)을 활용한 기술가치평가 방법론에 대해 살펴본다.",,0.3039,"deep learning,machine learning"
NODE10553059,한국통신학회,한국통신학회지(정보와통신),기술금융과 TDB 현황,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553059,공학,전기전자공학,허용준,,"기술금융(Innovation Financing)은 기업이 보유한 기술에 대해 자금을 지원하는 것이다. 기술을 보유한 중소기업 및 창업기업을 보호, 육성을 우선과제로 추진되고 있으며, 기술보유 기업에 금융지원을 통해 기업의 재무 안정성을 높이고 기업경쟁력을 강화하는 동시에 관련 일자리를 창출하는 기능을 기대로 정부주도 하에 추진되고 있다. 본고에서는 기술기업이 이용할 수 있는 기술금융과 평가를 위한 기술신용평가모형 그리고 기술금융지원을 위한 인프라인 TDB(Tech Data Base)에 대해서 설명하고, 기술금융 현황과 향후 기술금융 발전방향에 대해 살펴본다.",,0.3039,database
NODE10553060,한국통신학회,한국통신학회지(정보와통신),기술기반 벤처기업에 대한 투자 프로세스,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553060,공학,전기전자공학,신진오,,기술을 기반으로 스타트업을 시작한 창업자들은 벤처캐피탈(VC) 등 기술기반 벤처기업에 투자를 하는 사람들이 오로지 기술만을 평가하여 투자를 진행할 것이라고 오해하기 쉽다. 그 생각에서 벗어나지 못하면 기술 벤처기업에 전문적으로 투자하는 투자자에게 투자를 받기는 쉽지 않을 것이다. 본고에서는 기술벤처기업에 전문적으로 투자하는 투자자들이 어떤 관점에서 투자를 진행하는지에 대해서 알아봄으로써 기술 기반으로 스타트업을 시작한 창업자가 투자유치를 어떻게 진행해야 할 지에 대한 지침을 주고자 한다.,,0.3039,
NODE10561439,한국통신학회,한국통신학회지(정보와통신),자율주행차의 안전개념 정립과 안전 기준 개선 방안 연구,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561439,공학,전기전자공학,"김규옥, 조선아",,"자율주행차의 등장으로 자동차의 안전 기준 개선 필요성이 증가하고 있다. 현재의 자동차 안전기준은 운전자가 차량을 운전한다는 전제하에 자동차와 그 부품에 관한 안전을 규정하고 있다. 하지만, 자율주행차는 외부와 통신을 하면서 운행을 하기 때문에 안전의 개념도 확대되어야 한다. 자동차의 통신과 소프트웨어 업데이트 등을 통해 외부 시스템과 정보를 주고 받으며 운행을 하기 때문에 시스템의 안전 개념으로 접근해야 한다. 본 고에서는 자동차의 안전기준과 임시운행제도를 살펴보고, 자율주행차의 안전개념과 안전기준 개선 방안에 대해 살펴보고자 한다.",,0.3039,
NODE10561440,한국통신학회,한국통신학회지(정보와통신),안전한 자율주행자동차 도입을 위한 인적요인 심층연구,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561440,공학,전기전자공학,"김우진, 김현숙, 김정숙, 이승준, 윤대섭",,"SAE J3016[1](미국 자동차공학회 자율주행 기술 표준)에 따르면 향후 1~2년 내에 상용화될 자율주행 레벨3 자동차에 탑승한 인간 운전자는 자율주행 중에 운전이 아닌 작업(NDRT, Non-Driving Related Task)을 할 수 있다. 하지만 자율주행이 어려운 상황에서는 운전자가 자율주행자동차로부터 운전 제어권을 넘겨받아야 한다. 즉, 인간 운전자는 자율주행 중에도 자율주행자동차가 제어권 전환을 요청하면 언제든지 차량의 수동 제어를 다시 시작할 수 있도록 준비되어 있어야 하는 것이다. 본 논문에서는 운전자가 제어권 전환을 충분히 안전하게 수행하기 위해 필요한 것이 무엇인지에 대한 근원적 문제의 해답을 찾기 위해 한국전자통신연구원에서 수행한 인적요인 연구를 소개한다.",,0.3039,autonomous driving
NODE10561441,한국통신학회,한국통신학회지(정보와통신),자율주행을 위한 차세대 교차로운영시스템 연구동향,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561441,공학,전기전자공학,김원호,,"자율주행은 자동차에 부착된 다양한 센서와 차내 컴퓨터를 통해 외부환경을 인식하여 차량 스스로 안전한 주행을 가능케하는 기술이다. 자율주행의 또 다른 전제조건은 V2X(vehicle to everything) 통신으로 vehicle to vehicle, vehicle to infrastructure 등 초지연, 초고속 무선통신을 통해 주변 차량, 신호등과 같은 교통인프라와 소통이 가능하여야 한다. CAV (Connected Autonomous Vehicle) 기술은 신호시스템과 차량 간 양방향 통신을 통해 고도의 교차로운영이 가능하게 한다. 모든 차량이 CAV로 구성된 교통환경에서는 이론적으로 신호등이 없는 교차로 운영까지 가능해진다. 하지만 원격통제가 불가능한 유인차량과 자율주행차가 혼재된 교통환경에서는 전통적인 신호운영과 통신기반 운영이 혼재된 형태의 교차로운영이 필요하다. 본고에서는 무선통신 기반의 교차로운영시스템의 연구 사례와 향후 CAV 교통환경에서 운영 가능한 교차로 운영시스템의 최근 연구동향을 살펴본다.",,0.3039,"autonomous driving,signal system,research trends"
NODE10561442,한국통신학회,한국통신학회지(정보와통신),스마트 교통을 위한 도로 위험 정보 수집 기술 연구,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561442,공학,전기전자공학,류승기,,"국민 생활과 국가 경제에 밀접한 도로 교통 인프라는 도로 안전성 및 편의성 등 모빌리티에 필수적인 서비스로를 국민에게 제공하는 것이 목적이다. 하지만 수많은 통행량과 기상 환경의 변화 등으로 부터 도로 인프라를 정상적으로 유지하기 위해 많은 노력을 하고 있음에도 불구하고 도로 위험 상황은 수시로 그리고 돌발적으로 발생하고 있어, 이에 대한 대책으로 스마트 교통 기술과 서비스를 지속적으로 개발하여 활용해야 한다. 본고에서는 도로 위험에 대한 대책의 일환으로 수행했던 연구 사례를 소개하고자 한다.",,0.3039,
NODE10561443,한국통신학회,한국통신학회지(정보와통신),인프라 협력 자율주행 서비스를 위한 프로토콜 및 시스템에 관한 연구,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561443,공학,전기전자공학,"송유승, 민경욱, 최정단",,최근 자율주행기술의 발전으로 첨단운전자보조시스템이 제공하는 다양한 안전 및 편의 기능들이 상용차에 널리 확대되고 있다. 또한 고속주행 차량을 위한 통신기술이 함께 적용되면서 안전서비스 뿐만 아니라 점차 자율주행의 안전성과 정확성 개선을 위해 실시간 도로 교통정보를 전달하는 데 활용되고 있다. 본 논문에서는 인프라와 자율주행시스템 간 교통정보 협력을 통한 자율주행 서비스 시나리오를 개발하고 인프라와 자율주행시스템간 필요한 통신 프로토콜 및 협력형 시스템을 제안한다. 본 연구를 통해 인프라 협력형 자율주행시스템의 필요성과 향후 다양한 협력 서비스 가능성을 제시할 수 있었다.,,0.3039,autonomous driving
NODE10561446,한국통신학회,한국통신학회지(정보와통신),재난안전 데이터 공유 및 활용을 위한 전략적 접근,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561446,공학,전기전자공학,장대원,,재난 및 안전과 관련된 사건은 우리 생활과 밀접한 관계가 있어서 많은 사람들이 공감하고 관심을 갖고 있지만 실제 재난안전 관련 데이터는 일반인들이 쉽게 접근할 수 없다. 특히 대부분의 데이터가 재난안전을 담당하는 각 정부기관의 업무와 관련되어 있어 확보하기도 어렵다. 본고에서는 한국판 뉴딜의 흐름에 맞춰서 재난안전 데이터의 현황을 살펴보고 데이터 공유 및 활용을 위한 동향과 전략적 접근을 제시하고자 한다.,,0.3039,
NODE10561447,한국통신학회,한국통신학회지(정보와통신),디지털 트윈 기반 재난 안전관리 의사결정 지원 기술 동향,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561447,공학,전기전자공학,"윤효근, 김현경, 차시명, 안창원",,"데이터의 기하급수적 증가는 현실 세계의 모습을 디지털 구조로 전환하는 기술의 발전과 함께 가능성이 높아지고 있다. 특히 디지털 트윈 기술은 사물인터넷(IoT : Internet of Things)을 이용해 생산된 데이터를 기반으로 실세계를 구현하는 기술로 평가받고 있다. 또한 초연결 네트워크 환경을 적용하여 사회 문제를 표현하고 해결하려는 시도가 증가하고 있다. 본고에서는 최근들어 급증하는 디지털 트윈의 시장 동향을 파악하고, 사회 현상 중 재난 안전관리 분야에 적용되고 있는 의사결정 지원 기술 동향에 대해 살펴본다.",,0.3039,internet of things
NODE10561448,한국통신학회,한국통신학회지(정보와통신),지하공동구 내 탈출유도를 위한 알고리즘분석 및 비주얼 시그널 적용 연구,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561448,공학,전기전자공학,"임종민, 공효주, 조중호",,본 논문에서는 지하공동구 내 실시간 다중센서 정보 수집과 분석이 이루어진다고 가정하고 이벤트(재난)가 발생했거나 또는 발생 안했다는 판단 하에 최적 경로 탐색 알고리즘을 통해 PMVS(Pace Maker Visual Signal) 탈출유도 알고리즘을 고찰하고자 한다.,"In this paper, we assume that real-time multi-sensor information in the underground utility tunnel has been collected and analyzed, and use the optimal route search algorithm when an event (disaster) occurs or under the judgment that it has not occurred. PMVS (Pace Maker Visual Signal) Let us consider an escape guidance algorithm.",0.3039,"disaster,tunnel,real time,sensor"
NODE10561449,한국통신학회,한국통신학회지(정보와통신),첨단 과학기술 기반 성능중심 재난대응시스템 구축 방안 연구,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561449,공학,전기전자공학,홍창희,,"본고에서는 재난재해 발생 시 현장 대응의 미숙함으로 많은 인명 피해가 발생하는 등 인구 과밀화와 시설 집중이 가속화되고 있는 현대 사회에서 첨단 과학기술이 반영된 성능중심 재난대응시스템의 필요성에 대해 살펴보고, 이와 같은 시스템의 구현을 위해 디지털 트윈을 기반으로 고신뢰와 실시간성, 연결성 등 재난대응시스템에서도 필수로 요구되는 기술 요소를 특징으로 하는 CPS(Cyber-Physical System)의 기술 개념과 이를 적용하여 성능중심 재난대응시스템을 구현하기 위한 방안을 알아본다.",,0.3039,
NODE10561450,한국통신학회,한국통신학회지(정보와통신),ICT 기술을 활용한 재난의 감지 및 향후 발전 방향,,202105,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10561450,공학,전기전자공학,"박소영, 전지훈, 김수철, 이강복",,"본 고에서는 화재, 급경사지 붕괴, 해양 교통사고, 폭염으로 인한 온열질환 등 지속적으로 대규모 인명피해를 야기하는 사회재난과 자연재해에 대해서, 재난의 발생 위험, 발생 여부 등을 감지하기 위하여 개발되거나 적용되고 있는 ICT 기술의 현황과 한계, 그리고 향후 발전방향을 소개한다.",,0.3039,"ict,traffic safety"
NODE10572784,한국통신학회,한국통신학회지(정보와통신),에지 컴퓨팅 관련 IETF/IRTF 표준 기술 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572784,공학,전기전자공학,홍정하,,"에지 컴퓨팅은 다양한 종단 기기에서 발생하는 데이터를 사용자 또는 데이터 소스의 물리적 위치나 그 위치의 근거리에서 실시간으로 처리하는 기술로서 사물인터넷(IoT)의 진화, 5G 및 인공지능(AI)의 기술 발전과 함께 4차 산업혁명 시대의 중요한 인프라로 부각되고 있다. 이에 본 고에서는 에지 컴퓨팅 기술에 대한 IETF/IRTF에서의 국제표준화 동향에 관하여 살펴본다.",,0.3039,"artificial intelligence,5g,internet of things,machine learning"
NODE10572785,한국통신학회,한국통신학회지(정보와통신),In-Network Computing 표준기술 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572785,공학,전기전자공학,"박진효, 윤주상",,최근에는 ICT 융합서비스 개발에 있어 네트워크 장치를 활용한 컴퓨팅 서비스 지원 기술에 관한 연구가 활발히 진행 중이며 이 기술을 In-Network Computing 기술로 칭한다. In-Network Computing 기술은 별도의 장치 없이 네트워크 장치를 활용하여 컴퓨팅 환경을 구축하기 때문에 추가적인 비용 및 환경 구축 없이 빠른 컴퓨팅 서비스를 제공할 수 있는 이점을 가지고 있다. 이와 관련하여 사실 표준화 기구 IETF/IRTF에서는 “In-Network Computing”관련 기술 표준화를 추진 중이다. 본 고에서는 In-Network Computing 기술 및 IETF/IRTF COINRG에서 추진 중인 표준화 현황을 유스케이스 및 기술 요구사항을 중심으로 소개한다.,,0.3039,"ict,network"
NODE10572786,한국통신학회,한국통신학회지(정보와통신),IETF에서의 IoT 표준기술 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572786,공학,전기전자공학,홍용근,,"우리가 사용하는 인터넷과 관련된 표준 기술을 개발하고 있는 IETF에서는 2010년부터 IoT 기술에 대하여 연구를 시작하여 현재까지도 IETF 내 여러 표준화 그룹에서 IoT 기술에 대하여 연구개발 및 표준화를 진행하고 있다. 본 고에서는 IETF에서 IoT 표준기술이 시작하게 된 동기부터 그동안의 주요 결과, 그리고 현재 IETF내에서 진행되고 있는 주요 IoT 표준화 현황에 대해서 알아본다.",,0.3039,internet of things
NODE10572787,한국통신학회,한국통신학회지(정보와통신),웹서비스 관련 IETF 표준 기술 동향 분석,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572787,공학,전기전자공학,김평수,,"본 고에서는 최근 국제 표준화 기구 IETF (Internet Engineering Task Force)에서 대표적인 웹브라우저 및 웹서비스 개발 기업인 구글, 모질라, 마이크로소프트, 애플, 아카마이 등의 주도로 진행된 웹서비스 관련 프로토콜 표준 기술인 HTTP/3, WebRTC, WebTransport의 표준화 배경, 기술 개요, 적용 분야 등에 대해서 소개한다.",,0.3039,
NODE10572788,한국통신학회,한국통신학회지(정보와통신),IETF/IRTF에서의 AI for/in Network 기술 연구 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572788,공학,전기전자공학,"임현교, 한연희",,"인공지능에 대한 연구는 그 역사가 오래되었지만 네트워크 트래픽 및 운영 관리 데이터를 기반으로 지능적인 네트워크 관리 및 제어에 활용하는 AI for/in Network 기술에 관한 연구는 최근에 주목받기 시작하였다. 또한, 인터넷 프로토콜, 인터넷 구조, 인터넷 응용과 관련된 장기 연구 주제를 발굴하고 이를 국제 표준 기술로 제정하는 IETF/IRTF 에서도 AI for/in Network에 관한 연구 활동을 시작하였다. 본고에서는 2016년부터 2020년까지 5년에 걸친 IETF/IRTF에서의 AI for/in Network 기술에 관한 기술 연구 동향을 소개한다.",,0.3039,"artificial intelligence,machine learning,network,research trends"
NODE10572790,한국통신학회,한국통신학회지(정보와통신),7세대 무선랜 IEEE 802.11be 표준화 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572790,공학,전기전자공학,"손주형, 김상현, 고건중, 곽진삼",,"수십 Gbps의 전송 속도를 요구하는 4K/8K 비디오 무선 전송과, 증강 현실(AR), 가상 현실(VR) 및 온라인 게임 등 새로운 초고속 저지연 응용들이 급증하고 있다. 이러한 고해상도 멀티미디어 서비스들을 지원하기 위해서는 기존 6세대 IEEE 802.11ax 표준의 성능을 훨씬 뛰어 넘는 새로 무선랜 표준 기술의 제정이 필요하다. 이를 위해 IEEE 802.11 워킹 그룹은 차세대 무선랜 표준인 IEEE 802.11be(Wi-Fi 7) 극초고속(EHT) 무선랜 표준을 제정하고 있다. 본 고에서는 11be 표준화에서 논의 중인 다중 링크 전송, 320MHz 채널폭 지원, 다중 자원 유닛(다중 RU) 할당, 4096-QAM, 상위 호환 프리앰블 설계, 다중 입력 다중 출력(MIMO) 향상 등의 물리 계층(PHY) 및 MAC(Medium Access Control) 계층기술들에 대해 기술한다. 또한 11be Draft 2.0 이후부터 논의될 기능들인, 다중 액세스 포인트(다중 AP) 협력 전송, HARQ 기반의 향상된 재전송 프로토콜들에 대해서도 살펴본다.",,0.3039,"augmented reality,virtual reality,performance,game,mimo"
NODE10572791,한국통신학회,한국통신학회지(정보와통신),IEEE Next Generation V2X 표준 개발현황,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572791,공학,전기전자공학,김윤관,,"IEEE 802 Working Group에서는 Dedicated Short Range Communication 혹은 Wireless Access in Vehicular Environments등 Intelligent Transport Systems의 하위계층 통신 protocol로 사용되고 있는 IEEE802.11p의 성능을 개선하기 위하여 2019년 1월부터 IEEE802.11bd NGV TASK Group을 구성하여 차세대 차량통신용 protocol인 Next Generation V2X(NGV)표준을 개발해 왔다. 본 고에서는 IEEE802.11bd Task Group에서 개발 중인 IEEE802.11bd NGV 표준의 성능과 기능, 기존의 IEEE802.11p 대비 개선 및 추가된 기능 들에 대하여 비교해 보고 향후에 이를 이용하여 제공할 수 있게 될 다양한 서비스들에 대해서도 소개하고자 한다. 또한, 현재까지의 표준 개발 현황 및 향후 계획에 대해서도 살펴보도록 한다.",,0.3039,"performance,communication,generation"
NODE10572792,한국통신학회,한국통신학회지(정보와통신),무선랜과 5G 코어 망간 연동기술,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572792,공학,전기전자공학,"오현서, 조한벽, 이형호",,"무선랜은 데이터 트래픽의 수요 증가에 따라 데이터 전송 속도가 증가하고 있으며, 무선랜과 셀룰러 망의 연동을 통해 단말이동성과 QoS를 향상시키는 연구가 지속적으로 추진되고 있다. 본고에서는 2019년부터 IEEE 802.11 AANI SC에서 추진하고 있는 무선랜과 5G 망간 연동 기술 보고서에 대한 내용을 소개한다. 주요 내용으로는 무선랜과 5G 코어 네트워크간 망 연동 참조 모델과 망 연동에 필요한 사용자 등록 및 인증, IP 터널링, ATSSS 및 QoS 기능을 설명한다. 그리고 기술적인 격차(Gap) 분석과 기술 권고 사항들을 설명한다.",,0.3039,5g
NODE10572793,한국통신학회,한국통신학회지(정보와통신),IEEE 802.15 WSN 기술 표준화 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572793,공학,전기전자공학,최상성,,"최근 4차산업혁명 시대를 맞아 사물인터넷(IoT) 기술이 부상하면서 IEEE 802.15 WPAN(Wireless Personal Area Networks) 표준그룹은 보다 다양한 IoT서비스를 지원할 수 있는 다양한 유형의 네트워킹 기술의 표준 개발을 목표로 WSN(Wireless Specialty Networks)으로 WG(Working Group) 명칭을 변경했다. 본고에서는 지금까지 IEEE 802.15 WSN 표준그룹에서 개발했던 개정표준들을 을 간략하게 소개하고, 현재 활발하게 표준화 활동을 수행하고 있는 TG(Task Group)와 SG(Study Group)을 중심으로 각각의 설립 목적과 기술 사양, 그리고 활동 동향을 간략하게 소개하고, 최근 배포된 IEEE 802.15.4z-2020 EIR 개정표준의 주요 개정 내용에 대해 알아 본다.",,0.3039,internet of things
NODE10572794,한국통신학회,한국통신학회지(정보와통신),Wi Sun 기술,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572794,공학,전기전자공학,문석준,,"사물인터넷의 적용범위가 넓어지며 저전력 장거리 네트웍(LPWAN: Low-Power Wide Area Network) 기술이 각종 화두로 떠오르고 있다. 아직까지는 초기 시장인 IoT 세계에서, 특히 공공 서비스 분야에서, 어떤 프로토콜을 적용할지는 향후 투자와 시장 선점에서 엄청난 차이를 가져오게 된다. 본고에서는 무선 LPWAN 기술로는 전세계적으로 가장 널리 쓰이고 있는 프로토콜중 하나인 Wi Sun 표준의 특성과 적용 case, 국내 적용의 문제점등에 대해 알아본다.",,0.3039,"internet of things,low power,network"
NODE10572795,한국통신학회,한국통신학회지(정보와통신),블루투스 표준 기술,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10572795,공학,전기전자공학,"최진구, 이재호",,"사물 인터넷 (IoT, Internet of Things)의 발전에 따라 사물간 연결성을 제공하는 근거리 무선 통신 기술도 활발하게 개발되어 왔다. Wi-Fi, 블루투스와 같은 근거리 무선 통신 기술들이 수많은 기기와 다양한 서비스 분야에 적용되고 있다. 특히 블루투스 기술은 이어버드 (Earbuds)를 위한 무선 오디오 전송 분야의 대표 무선 통신 기술로 널리 인식되고 있다. 또한 스마트 밴드 및 의료 기기에서 수집된 센서 데이터를 전송하는 센서 네트워크 분야, 실시간으로 실내 환경에서 기기의 위치를 추적하는 실시간 위치 측위 서비스 (RTLS, Real- Time Location Services) 분야, 조명 및 스마트 가전 기기 등을 제어하는 스마트 홈 서비스 분야에서도 활발하게 적용되고 있다. 본고에서는 블루투스 표준기술에 대한 소개와 표준화 현황, 그리고 향후 기술 발전 방향에 대해 알아본다.",,0.3039,"internet of things,real time"
NODE10531662,한국해양공학회,한국해양공학회지,Instructions for Authors etc.,Instructions for Authors etc.,202102,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10531662,공학,조선해양공학,편집부,,,"A concise and factual abstract is required. The abstract should state briefly the background, purpose and methods of the research, the principal results and conclusions. An abstract should be written in around 300 words. References are not cited in abstract whenever possible. Also, non-standard or uncommon abbreviations should be avoided, but if essential they must be defined at their first mention in the abstract itself.",0.5344,
NODE10571046,한국해양공학회,한국해양공학회지,Instructions for Authors etc.,Instructions for Authors etc.,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10571046,공학,조선해양공학,편집부,,,"A concise and factual abstract is required. The abstract should state briefly the background, purpose and methods of the research, the principal results and conclusions. An abstract should be written in around 300 words. References are not cited in abstract whenever possible. Also, non-standard or uncommon abbreviations should be avoided, but if essential they must be defined at their first mention in the abstract itself.",0.5344,
NODE10595537,한국해양공학회,한국해양공학회지,Instructions for Authors etc.,Instructions for Authors etc.,202108,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10595537,공학,조선해양공학,편집부,,,"A concise and factual abstract is required. The abstract should state briefly the background, purpose and methods of the research, the principal results and conclusions. An abstract should be written in around 300 words. References are not cited in abstract whenever possible. Also, non-standard or uncommon abbreviations should be avoided, but if essential they must be defined at their first mention in the abstract itself.",0.5344,
